Symbol,Date,Price
FGMCR,22-Apr-26,0.5699
FGNX,22-Apr-26,7.01
FGNXP,22-Apr-26,25.15
FGSI,22-Apr-26,20.342
FHB,22-Apr-26,26.78
FHTX,22-Apr-26,5.39
FIBK,22-Apr-26,34.48
FICS,22-Apr-26,40.74
FID,22-Apr-26,21.62
FIEE,22-Apr-26,7.32
FIGG,22-Apr-26,0.9454
FIGR,22-Apr-26,35.67
FINW,22-Apr-26,16.18
FINX,22-Apr-26,26.6
FIP,22-Apr-26,5.53
FISI,22-Apr-26,34.17
FISV,22-Apr-26,63.26
FITB,22-Apr-26,50.56
FITBI,22-Apr-26,25.32
FITBM,22-Apr-26,25.95
FITBO,22-Apr-26,19.51
FITBP,22-Apr-26,24.09
FIVE,22-Apr-26,240.23
FIVN,22-Apr-26,16.59
FIVY,22-Apr-26,25.5232
FIXD,22-Apr-26,43.85
FIZZ,22-Apr-26,33.16
FJP,22-Apr-26,73.8569
FKU,22-Apr-26,53.76
FKWL,22-Apr-26,3.75
FLD,22-Apr-26,1.52
FLDB,22-Apr-26,50.43
FLDDW,22-Apr-26,0.1301
FLEX,22-Apr-26,85.42
FLGT,22-Apr-26,16.29
FLL,22-Apr-26,2.39
FLN,22-Apr-26,27.415
FLNA,22-Apr-26,1.69
FLNC,22-Apr-26,13.5
FLNT,22-Apr-26,3.24
FLUX,22-Apr-26,1.3
FLWS,22-Apr-26,3.94
FLX,22-Apr-26,2.64
FLXS,22-Apr-26,49.68
FLY,22-Apr-26,41.45
FLYE,22-Apr-26,2.1502
FLYW,22-Apr-26,14
FMACU,22-Apr-26,10.05
FMAO,22-Apr-26,26.75
FMB,22-Apr-26,51.195
FMBH,22-Apr-26,42.81
FMED,22-Apr-26,25.8241
FMET,22-Apr-26,35.9923
FMFC,22-Apr-26,0.3735
FMHI,22-Apr-26,48.13
FMNB,22-Apr-26,13.92
FMST,22-Apr-26,1.9
FMSTW,22-Apr-26,0.9325
FMTM,22-Apr-26,38.6606
FMUB,22-Apr-26,51.235
FMUN,22-Apr-26,50.2555
FNGR,22-Apr-26,1.02
FNK,22-Apr-26,59.7989
FNKO,22-Apr-26,4.47
FNLC,22-Apr-26,28.6
FNUC,22-Apr-26,2.63
FNWB,22-Apr-26,10.25
FNWD,22-Apr-26,33.33
FNX,22-Apr-26,137.59
FNY,22-Apr-26,100.2333
FOFO,22-Apr-26,3.79
FOLD,22-Apr-26,14.46
FONR,22-Apr-26,18.8
FORA,22-Apr-26,2.15
FORM,22-Apr-26,146.18
FORR,22-Apr-26,6.23
FOSL,22-Apr-26,5.31
FOX,22-Apr-26,58.57
FOXA,22-Apr-26,65.56
FOXF,22-Apr-26,17.23
FOXX,22-Apr-26,5.77
FPA,22-Apr-26,49.23
FPXE,22-Apr-26,33.7469
FPXI,22-Apr-26,70.8656
FRAF,22-Apr-26,56.365
FRBA,22-Apr-26,16.61
FRD,22-Apr-26,19.32
FRGT,22-Apr-26,0.8783
FRHC,22-Apr-26,154.23
FRME,22-Apr-26,40.37
FRMEP,22-Apr-26,25.96
FRMI,22-Apr-26,5.86
FRMM,22-Apr-26,4.6
FROG,22-Apr-26,46.81
FRPH,22-Apr-26,21.47
FRPT,22-Apr-26,65.96
FRSH,22-Apr-26,8.91
FRST,22-Apr-26,13.87
FRSX,22-Apr-26,2.12
FRWD,22-Apr-26,27.5897
FSBC,22-Apr-26,40.56
FSBW,22-Apr-26,41.4
FSCS,22-Apr-26,36.3822
FSEA,22-Apr-26,11.21
FSGS,22-Apr-26,31.0482
FSHP,22-Apr-26,10.96
FSLR,22-Apr-26,188.71
FSLY,22-Apr-26,25.19
FSTR,22-Apr-26,29.9
FSUN,22-Apr-26,38.16
FSV,22-Apr-26,149.56
FSZ,22-Apr-26,81.181
FTA,22-Apr-26,94.7978
FTAG,22-Apr-26,29.7273
FTAI,22-Apr-26,228.17
FTAIM,22-Apr-26,26.67
FTAIN,22-Apr-26,25.33
FTC,22-Apr-26,170.1299
FTCI,22-Apr-26,5.28
FTCS,22-Apr-26,93.4263
FTDR,22-Apr-26,60.55
FTDS,22-Apr-26,61.3276
FTEK,22-Apr-26,1.35
FTFT,22-Apr-26,1.205
FTGC,22-Apr-26,28.95
FTGS,22-Apr-26,36.7468
FTHI,22-Apr-26,23.53
FTHM,22-Apr-26,1.13
FTLF,22-Apr-26,9.35
FTNT,22-Apr-26,87.09
FTQI,22-Apr-26,21.06
FTRE,22-Apr-26,10.5
FTRI,22-Apr-26,18.038
FTRK,22-Apr-26,0.358
FTSL,22-Apr-26,45.06
FTSM,22-Apr-26,59.94
FTXG,22-Apr-26,21.7844
FTXH,22-Apr-26,34.2061
FTXL,22-Apr-26,195.07
FTXN,22-Apr-26,35.79
FTXO,22-Apr-26,38.9705
FTXR,22-Apr-26,40.6766
FUFU,22-Apr-26,2.21
FUFUW,22-Apr-26,0.2
FULC,22-Apr-26,7.75
FULT,22-Apr-26,21.84
FULTP,22-Apr-26,18.98
FUNC,22-Apr-26,37.8
FUND,22-Apr-26,10.06
FUSB,22-Apr-26,16.175
FUSE,22-Apr-26,1.97
FUSEW,22-Apr-26,0.103
FUTG,22-Apr-26,12.5704
FUTU,22-Apr-26,160.8
FV,22-Apr-26,64.92
FVC,22-Apr-26,37.4063
FVCB,22-Apr-26,15.73
FVNNR,22-Apr-26,0.1173
FWDI,22-Apr-26,4.92
FWONA,22-Apr-26,81.18
FWONK,22-Apr-26,87.87
FWRD,22-Apr-26,22.75
FWRG,22-Apr-26,13.53
FXNC,22-Apr-26,28.36
FYC,22-Apr-26,110.66
FYT,22-Apr-26,66.5991
FYX,22-Apr-26,131.8079
GABC,22-Apr-26,43.2
GAIA,22-Apr-26,3
GAIN,22-Apr-26,16.39
GAING,22-Apr-26,25.2
GAINI,22-Apr-26,25.32
GAINN,22-Apr-26,24.96
GAINZ,22-Apr-26,24.07
GALT,22-Apr-26,2.45
GAMB,22-Apr-26,3.73
GAME,22-Apr-26,0.6069
GANX,22-Apr-26,2.04
GARY,22-Apr-26,23.775
GASS,22-Apr-26,9.14
GAUZ,22-Apr-26,0.7201
GAVA,22-Apr-26,22.8642
GBDC,22-Apr-26,13.26
GBFH,22-Apr-26,29.72
GBLI,22-Apr-26,27.8
GBUG,22-Apr-26,47.64
GCBC,22-Apr-26,22.75
GCL,22-Apr-26,0.53
GCMG,22-Apr-26,10.85
GCT,22-Apr-26,47.77
GCTK,22-Apr-26,0.7271
GDC,22-Apr-26,4.19
GDEN,22-Apr-26,28.06
GDEV,22-Apr-26,18.4
GDEVW,22-Apr-26,0.0074
GDHG,22-Apr-26,1.8
GDRX,22-Apr-26,2.37
GDS,22-Apr-26,43.16
GDTC,22-Apr-26,0.9999
GDYN,22-Apr-26,5.87
GECC,22-Apr-26,5.49
GECCG,22-Apr-26,25.07
GECCI,22-Apr-26,25.4999
GEG,22-Apr-26,2.05
GEGGL,22-Apr-26,24.38
GEHC,22-Apr-26,71.38
GELS,22-Apr-26,0.7307
GEME,22-Apr-26,39.065
GEMG,22-Apr-26,0.6181
GEMI,22-Apr-26,4.71
GEN,22-Apr-26,19.99
GENB,22-Apr-26,13.03
GENK,22-Apr-26,1.685
GENVR,22-Apr-26,0.42
GENZ,22-Apr-26,37.235
GEOS,22-Apr-26,9.9
GERN,22-Apr-26,1.55
GEVG,22-Apr-26,36.2169
GEVO,22-Apr-26,1.85
GEW,22-Apr-26,53.51
GFAI,22-Apr-26,0.5393
GFAIW,22-Apr-26,0.0448
GFGF,22-Apr-26,34.665
GFLW,22-Apr-26,29.8972
GFS,22-Apr-26,60.39
GGAL,22-Apr-26,46.2
GGLL,22-Apr-26,107.61
GGLS,22-Apr-26,6.165
GGR,22-Apr-26,4.2
GGROW,22-Apr-26,0.0051
GGRP,22-Apr-26,0.5858
GH,22-Apr-26,89.56
GHRS,22-Apr-26,18.95
GIBO,22-Apr-26,1.37
GIFT,22-Apr-26,1.24
GIG,22-Apr-26,10.7
GIGGW,22-Apr-26,0.61
GIGM,22-Apr-26,1.4246
GIII,22-Apr-26,31.32
GILD,22-Apr-26,132.9
GILT,22-Apr-26,17.63
GIND,22-Apr-26,24.3388
GINX,22-Apr-26,33.8
GIPR,22-Apr-26,0.2799
GITS,22-Apr-26,1.67
GIW,22-Apr-26,10.01
GIWWR,22-Apr-26,0.3
GIWWU,22-Apr-26,10.22
GIX,22-Apr-26,9.88
GIXXR,22-Apr-26,0.26
GIXXU,22-Apr-26,10.175
GKAT,22-Apr-26,43.025
GLAD,22-Apr-26,18.88
GLBE,22-Apr-26,32.85
GLBS,22-Apr-26,2.09
GLCR,22-Apr-26,26.4123
GLDB,22-Apr-26,24.9766
GLDI,22-Apr-26,166.6132
GLDY,22-Apr-26,15.425
GLE,22-Apr-26,0.3398
GLGG,22-Apr-26,8.7632
GLIBA,22-Apr-26,35.68
GLIBK,22-Apr-26,35.51
GLMD,22-Apr-26,0.6725
GLND,22-Apr-26,6.3
GLNG,22-Apr-26,52.66
GLOO,22-Apr-26,7.92
GLOW,22-Apr-26,32.5138
GLPG,22-Apr-26,29.14
GLPI,22-Apr-26,46.12
GLRE,22-Apr-26,18.69
GLSI,22-Apr-26,24.94
GLUE,22-Apr-26,20.98
GLWG,22-Apr-26,24
GLXG,22-Apr-26,1.86
GLXY,22-Apr-26,26.8
GMAB,22-Apr-26,27.69
GMEX,22-Apr-26,0.3899
GMHS,22-Apr-26,0.96
GMM,22-Apr-26,1.42
GNLN,22-Apr-26,5.53
GNLX,22-Apr-26,2.54
GNMA,22-Apr-26,44.58
GNOM,22-Apr-26,47.5122
GNPX,22-Apr-26,1.02
GNSS,22-Apr-26,1.87
GNTA,22-Apr-26,0.714
GNTX,22-Apr-26,22.76
GO,22-Apr-26,8.07
GOAI,22-Apr-26,3.94
GOCO,22-Apr-26,1.25
GOGO,22-Apr-26,4.43
GOOD,22-Apr-26,12.56
GOODN,22-Apr-26,22.29
GOODO,22-Apr-26,19.925
GOOG,22-Apr-26,337.73
GOOGL,22-Apr-26,339.32
GOSS,22-Apr-26,0.3899
GOU,22-Apr-26,27.125
GOVI,22-Apr-26,27.295
GOVX,22-Apr-26,1.17
GP,22-Apr-26,0.9958
GPAC,22-Apr-26,9.94
GPACU,22-Apr-26,10.05
GPAT,22-Apr-26,10.82
GPCR,22-Apr-26,46.5
GPIQ,22-Apr-26,54.42
GPIX,22-Apr-26,53.66
GPRE,22-Apr-26,16.25
GPRF,22-Apr-26,50.495
GPRO,22-Apr-26,1.33
GPT,22-Apr-26,32.9128
GQQQ,22-Apr-26,32.615
GRAB,22-Apr-26,4.06
GRABW,22-Apr-26,0.097
GRAG,22-Apr-26,8.3865
GRAL,22-Apr-26,52.6
GRAN,22-Apr-26,1.04
GRCE,22-Apr-26,4.31
GRDX,22-Apr-26,2.35
GREE,22-Apr-26,1.3
GREEL,22-Apr-26,20.76
GRFS,22-Apr-26,8.39
GRI,22-Apr-26,2.61
GRID,22-Apr-26,183.99
GRIN,22-Apr-26,30.64
GRML,22-Apr-26,0.4778
GRMLW,22-Apr-26,0.1972
GRNQ,22-Apr-26,2.66
GROW,22-Apr-26,2.82
GRPN,22-Apr-26,15.93
GRRR,22-Apr-26,13.48
GRRRW,22-Apr-26,0.28
GRVY,22-Apr-26,65.57
GRW,22-Apr-26,29.5846
GRWG,22-Apr-26,1.31
GSAT,22-Apr-26,81.34
GSBC,22-Apr-26,66.92
GSGO,22-Apr-26,41.5741
GSHD,22-Apr-26,45.58
GSHRW,22-Apr-26,0.2375
GSIB,22-Apr-26,55.3818
GSIT,22-Apr-26,7.55
GSIW,22-Apr-26,30.97
GSM,22-Apr-26,4.66
GSRF,22-Apr-26,10.08
GSRFR,22-Apr-26,2.2
GSUN,22-Apr-26,0.652
GT,22-Apr-26,7.09
GTBP,22-Apr-26,0.3735
GTEC,22-Apr-26,0.7167
GTEN,22-Apr-26,10.335
GTENU,22-Apr-26,10.48
GTERA,22-Apr-26,10.25
GTERU,22-Apr-26,10.39
GTERW,22-Apr-26,0.0994
GTIM,22-Apr-26,1.28
GTLB,22-Apr-26,22.36
GTM,22-Apr-26,6.36
GTOP,22-Apr-26,43.165
GTOQ,22-Apr-26,22.39
GTPE,22-Apr-26,56.6183
GTR,22-Apr-26,26.4025
GTX,22-Apr-26,20.34
GURE,22-Apr-26,5.26
GUSE,22-Apr-26,42.7217
GUTS,22-Apr-26,0.5905
GV,22-Apr-26,0.213
GVH,22-Apr-26,3.26
GVLE,22-Apr-26,42.9178
GWAV,22-Apr-26,3.825
GWRS,22-Apr-26,7.33
GXAI,22-Apr-26,1.27
GXDW,22-Apr-26,26.356
GYRE,22-Apr-26,7.73
GYRO,22-Apr-26,7.425
HACQ,22-Apr-26,9.91
HACQU,22-Apr-26,10.02
HACQW,22-Apr-26,0.57
HAFC,22-Apr-26,29.57
HAIN,22-Apr-26,0.9011
HALO,22-Apr-26,68.4
HAO,22-Apr-26,1.15
HAS,22-Apr-26,90.61
HAVA,22-Apr-26,10.0329
HBAN,22-Apr-26,16.82
HBANL,22-Apr-26,25.4725
HBANM,22-Apr-26,22
HBANP,22-Apr-26,17.03
HBANZ,22-Apr-26,21.25
HBCP,22-Apr-26,63.03
HBDC,22-Apr-26,24.775
HBIO,22-Apr-26,6.69
HBNB,22-Apr-26,6.425
HBNC,22-Apr-26,17.55
HBR,22-Apr-26,12.505
HBT,22-Apr-26,27.86
HCAC,22-Apr-26,9.95
HCACR,22-Apr-26,0.3
HCAI,22-Apr-26,9.74
HCAT,22-Apr-26,1.31
HCHL,22-Apr-26,1.3602
HCIC,22-Apr-26,9.88
HCICR,22-Apr-26,0.16
HCKT,22-Apr-26,13.85
HCM,22-Apr-26,14.56
HCMA,22-Apr-26,10.14
HCMAU,22-Apr-26,10.28
HCMAW,22-Apr-26,0.45
HCOW,22-Apr-26,23.957
HCSG,22-Apr-26,22.89
HCTI,22-Apr-26,2.48
HCWB,22-Apr-26,0.399
HDSN,22-Apr-26,6.2
HEAL,22-Apr-26,26.0196
HECO,22-Apr-26,50.3778
HELE,22-Apr-26,19.77
HELP,22-Apr-26,5.77
HEPS,22-Apr-26,2.84
HEQQ,22-Apr-26,59.7722
HERD,22-Apr-26,47.2399
HERE,22-Apr-26,3.61
HERO,22-Apr-26,27.1433
HERZ,22-Apr-26,17.3301
HFBL,22-Apr-26,19.45
HFFG,22-Apr-26,2.04
HFSP,22-Apr-26,14.43
HFWA,22-Apr-26,27.335
HGBL,22-Apr-26,1.4
HHS,22-Apr-26,2.795
HIDE,22-Apr-26,24.2822
HIFS,22-Apr-26,290.8
HIHO,22-Apr-26,0.8401
HIMX,22-Apr-26,11.55
HIMZ,22-Apr-26,41.93
HIND,22-Apr-26,2.27
HISF,22-Apr-26,44.6744
HIT,22-Apr-26,1.65
HITI,22-Apr-26,2.58
HIVE,22-Apr-26,2.6
HKIT,22-Apr-26,1
HKPD,22-Apr-26,0.695
HLAL,22-Apr-26,65.98
HLIT,22-Apr-26,10.64
HLMN,22-Apr-26,8.92
HLNE,22-Apr-26,105.99
HLP,22-Apr-26,0.9438
HLXC,22-Apr-26,10.3
HMH,22-Apr-26,20.74
HMR,22-Apr-26,0.7901
HMYY,22-Apr-26,7.7819
HNDL,22-Apr-26,22.4614
HNNA,22-Apr-26,9.93
HNNAZ,22-Apr-26,25.05
HNRG,22-Apr-26,16.05
HNST,22-Apr-26,3.5
HNVR,22-Apr-26,22.31
HODU,22-Apr-26,11.07
HOFT,22-Apr-26,12.95
HOLO,22-Apr-26,2.21
HOLOW,22-Apr-26,0.084
HON,22-Apr-26,219.97
HOOD,22-Apr-26,88.43
HOOG,22-Apr-26,26.95
HOOX,22-Apr-26,30.61
HOPE,22-Apr-26,12.47
HOTH,22-Apr-26,0.7981
HOUR,22-Apr-26,2.16
HOVNP,22-Apr-26,21.2638
HOVR,22-Apr-26,1.88
HOVRW,22-Apr-26,0.33
HOWL,22-Apr-26,0.9325
HOYY,22-Apr-26,6.8646
HPAI,22-Apr-26,1.599
HPAIW,22-Apr-26,0.08
HPK,22-Apr-26,6.19
HQ,22-Apr-26,11.95
HQGO,22-Apr-26,62.1565
HQI,22-Apr-26,10.47
HQWWW,22-Apr-26,3.3
HQY,22-Apr-26,82.88
HRMY,22-Apr-26,31.97
HROW,22-Apr-26,39.14
HRTS,22-Apr-26,33.984
HRTX,22-Apr-26,1.02
HRZN,22-Apr-26,4.15
HSAI,22-Apr-26,21.63
HSCS,22-Apr-26,2.01
HSCSW,22-Apr-26,0.0605
HSDT,22-Apr-26,2.09
HSIC,22-Apr-26,78.11
HSPT,22-Apr-26,8.3487
HST,22-Apr-26,20.85
HSTM,22-Apr-26,21.49
HTCO,22-Apr-26,10.6
HTCR,22-Apr-26,3.41
HTFL,22-Apr-26,32.93
HTHT,22-Apr-26,52.06
HTLD,22-Apr-26,11.58
HTLM,22-Apr-26,1.8501
HTO,22-Apr-26,60.04
HTOO,22-Apr-26,3.23
HTZ,22-Apr-26,6.6
HTZWW,22-Apr-26,3.11
HUBC,22-Apr-26,2.26
HUBCW,22-Apr-26,0.0089
HUBCZ,22-Apr-26,0.009
HUBG,22-Apr-26,43.86
HUDI,22-Apr-26,1.261
HUHU,22-Apr-26,9.86
HUIZ,22-Apr-26,1.71
HUMA,22-Apr-26,0.7049
HUMAW,22-Apr-26,0.0996
HURA,22-Apr-26,2.68
HURC,22-Apr-26,16.52
HURN,22-Apr-26,127.44
HUT,22-Apr-26,80.74
HUTG,22-Apr-26,18.5077
HVII,22-Apr-26,10.4
HVIIR,22-Apr-26,0.3299
HVIIU,22-Apr-26,10.62
HVMCU,22-Apr-26,10.24
HWAY,22-Apr-26,36.023
HWBK,22-Apr-26,33.84
HWC,22-Apr-26,67.34
HWCPZ,22-Apr-26,22.62
HWH,22-Apr-26,1.14
HWKN,22-Apr-26,163.78
HWSM,22-Apr-26,28.7922
HXHX,22-Apr-26,0.6109
HYBI,22-Apr-26,49.6872
HYDR,22-Apr-26,51.415
HYFM,22-Apr-26,1.03
HYFT,22-Apr-26,1.3
HYLS,22-Apr-26,40.99
HYMC,22-Apr-26,40.545
HYNE,22-Apr-26,16
HYP,22-Apr-26,26.9353
HYPD,22-Apr-26,3.98
HYPR,22-Apr-26,1.3
HYXF,22-Apr-26,46.8802
HYZD,22-Apr-26,22.56
IAC,22-Apr-26,44.65
IACO,22-Apr-26,9.87
IACOW,22-Apr-26,0.32
IALT,22-Apr-26,27.82
IART,22-Apr-26,10.75
IBAC,22-Apr-26,10.8
IBACR,22-Apr-26,0.11
IBAT,22-Apr-26,41.64
IBB,22-Apr-26,174.36
IBBQ,22-Apr-26,30.085
IBCP,22-Apr-26,33.63
IBEX,22-Apr-26,28.37
IBG,22-Apr-26,1.15
IBGA,22-Apr-26,24.5586
IBGB,22-Apr-26,24.5
IBGC,22-Apr-26,25.16
IBGK,22-Apr-26,23.44
IBGL,22-Apr-26,24.11
IBGM,22-Apr-26,25.05
IBIO,22-Apr-26,1.92
IBIT,22-Apr-26,44.75
IBKR,22-Apr-26,78.11
IBOC,22-Apr-26,71.11
IBOT,22-Apr-26,60.7918
IBRX,22-Apr-26,8.07
IBTG,22-Apr-26,22.895
IBTH,22-Apr-26,22.425
IBTI,22-Apr-26,22.265
IBTJ,22-Apr-26,21.825
IBTK,22-Apr-26,19.735
IBTL,22-Apr-26,20.395
IBTM,22-Apr-26,22.935
IBTO,22-Apr-26,24.395
IBTP,22-Apr-26,25.6454
IBTQ,22-Apr-26,25.305
IBTR,22-Apr-26,25.115
ICCC,22-Apr-26,7.82
ICCM,22-Apr-26,0.3574
ICFI,22-Apr-26,68.54
ICG,22-Apr-26,1.36
ICHR,22-Apr-26,65.52
ICLN,22-Apr-26,19.85
ICLR,22-Apr-26,115.43
ICMB,22-Apr-26,1.784
ICON,22-Apr-26,1.05
ICOP,22-Apr-26,52.85
ICU,22-Apr-26,4.46
ICUCW,22-Apr-26,0.02
ICUI,22-Apr-26,127.36
IDAI,22-Apr-26,2.475
IDCC,22-Apr-26,376.35
IDEF,22-Apr-26,34.18
IDN,22-Apr-26,8.99
IDVY,22-Apr-26,24.9405
IDXX,22-Apr-26,578.35
IDYA,22-Apr-26,31.67
IEAG,22-Apr-26,10.03
IEF,22-Apr-26,95.52
IEI,22-Apr-26,118.63
IEP,22-Apr-26,8.04
IESC,22-Apr-26,582.22
IEUS,22-Apr-26,72.42
IFBD,22-Apr-26,1.035
IFGL,22-Apr-26,23.7496
IFLO,22-Apr-26,32.4252
IFRX,22-Apr-26,1.6
IFV,22-Apr-26,27.3832
IGACR,22-Apr-26,0.19
IGF,22-Apr-26,66.87
IGIB,22-Apr-26,53.59
IGIC,22-Apr-26,26.4
IGOV,22-Apr-26,41.73
IGSB,22-Apr-26,52.65
IHRT,22-Apr-26,4.18
III,22-Apr-26,4.26
IIIV,22-Apr-26,22.31
IINN,22-Apr-26,0.5869
IINNW,22-Apr-26,0.045
IJT,22-Apr-26,159.56
IKT,22-Apr-26,1.82
ILAG,22-Apr-26,3.9795
ILIT,22-Apr-26,21.0574
ILLR,22-Apr-26,0.268
ILLRW,22-Apr-26,0.038
ILLU,22-Apr-26,9.83
ILLUW,22-Apr-26,0.2601
ILMN,22-Apr-26,130.5
ILPT,22-Apr-26,7.33
IMA,22-Apr-26,6.01
IMCC,22-Apr-26,0.3438
IMCR,22-Apr-26,29.98
IMCV,22-Apr-26,88.34
IMDX,22-Apr-26,3.75
IMKTA,22-Apr-26,90.5
IMMP,22-Apr-26,0.5925
IMMR,22-Apr-26,6.4
IMMX,22-Apr-26,10.18
IMNM,22-Apr-26,23.78
IMNN,22-Apr-26,3
IMOM,22-Apr-26,43.8818
IMOS,22-Apr-26,50.74
IMPP,22-Apr-26,4.39
IMPPP,22-Apr-26,26.36
IMRN,22-Apr-26,0.8778
IMRX,22-Apr-26,5.89
IMSR,22-Apr-26,8.28
IMSRW,22-Apr-26,3.86
IMTE,22-Apr-26,0.5304
IMTX,22-Apr-26,11.26
IMUX,22-Apr-26,0.9
IMVT,22-Apr-26,29.49
IMXI,22-Apr-26,15.89
INAB,22-Apr-26,1.5
INBK,22-Apr-26,23.17
INBKZ,22-Apr-26,24.75
INBS,22-Apr-26,2.76
INBX,22-Apr-26,115.09
INCR,22-Apr-26,0.81
INCY,22-Apr-26,96.74
IND,22-Apr-26,22.965
INDB,22-Apr-26,78.28
INDH,22-Apr-26,39.9844
INDI,22-Apr-26,3.4
INDP,22-Apr-26,3.44
INDQ,22-Apr-26,27.079
INDV,22-Apr-26,33.39
INDY,22-Apr-26,44.23
INEO,22-Apr-26,0.648
INGN,22-Apr-26,7.15
INHD,22-Apr-26,0.1673
INKT,22-Apr-26,11.34
INLF,22-Apr-26,3.5
INM,22-Apr-26,0.7771
INMB,22-Apr-26,1.43
INMD,22-Apr-26,14.41
INNV,22-Apr-26,7.65
INO,22-Apr-26,1.14
INOD,22-Apr-26,47.33
INRO,22-Apr-26,33.9236
INSE,22-Apr-26,6.95
INSG,22-Apr-26,15.12
INSM,22-Apr-26,144.48
INTA,22-Apr-26,23.07
INTC,22-Apr-26,65.27
INTG,22-Apr-26,34.67
INTJ,22-Apr-26,9.72
INTR,22-Apr-26,8.12
INTS,22-Apr-26,5.23
INTU,22-Apr-26,408.68
INTW,22-Apr-26,108.83
INTZ,22-Apr-26,0.8627
INV,22-Apr-26,5.91
INVA,22-Apr-26,23.5
INVE,22-Apr-26,3.94
INVZ,22-Apr-26,0.6501
IONL,22-Apr-26,26.79
IONR,22-Apr-26,3.97
IONS,22-Apr-26,74.83
IONX,22-Apr-26,51.39
IONZ,22-Apr-26,6.25
IOSP,22-Apr-26,74.97
IOTR,22-Apr-26,2.7
IOVA,22-Apr-26,3.53
IOYY,22-Apr-26,9.485
IPAR,22-Apr-26,91.96
IPCX,22-Apr-26,10.3
IPDN,22-Apr-26,1.01
IPEX,22-Apr-26,10.43
IPFXU,22-Apr-26,10.1744
IPGP,22-Apr-26,124.51
IPHA,22-Apr-26,1.43
IPKW,22-Apr-26,57.6872
IPM,22-Apr-26,1.8
IPOD,22-Apr-26,10.35
IPSC,22-Apr-26,2.445
IPST,22-Apr-26,0.288
IPW,22-Apr-26,1.12
IPWR,22-Apr-26,3.9
IPX,22-Apr-26,31.64
IQ,22-Apr-26,1.25
IQQQ,22-Apr-26,46.1276
IQST,22-Apr-26,1.58
IRD,22-Apr-26,5.47
IRDM,22-Apr-26,40.4
IREG,22-Apr-26,18.38
IREN,22-Apr-26,48.39
IRHO,22-Apr-26,9.98
IRHOR,22-Apr-26,0.16
IRIX,22-Apr-26,1.05
IRMD,22-Apr-26,90.14
IRON,22-Apr-26,69.71
IRTC,22-Apr-26,121.95
IRWD,22-Apr-26,4.18
ISBA,22-Apr-26,46.45
ISHG,22-Apr-26,75.6155
ISHP,22-Apr-26,35.9474
ISPC,22-Apr-26,0.1511
ISPR,22-Apr-26,1.75
ISRG,22-Apr-26,483.62
ISSC,22-Apr-26,20.57
ISTB,22-Apr-26,48.53
ISTR,22-Apr-26,28.43
ISUL,22-Apr-26,26.1203
ITIC,22-Apr-26,236.83
ITOC,22-Apr-26,0.3046
ITRI,22-Apr-26,89.68
ITRN,22-Apr-26,55.55
IUS,22-Apr-26,61.6976
IUSB,22-Apr-26,46.42
IUSG,22-Apr-26,176.6
IUSV,22-Apr-26,106.72
IVA,22-Apr-26,5.25
IVAL,22-Apr-26,34.7226
IVDA,22-Apr-26,0.288
IVDAW,22-Apr-26,0.0743
IVF,22-Apr-26,2.25
IVSI,22-Apr-26,27.5903
IVSS,22-Apr-26,28.0456
IVSX,22-Apr-26,24.444
IVVD,22-Apr-26,1.6
IXHL,22-Apr-26,4.09
IXUS,22-Apr-26,92.81
IZEA,22-Apr-26,4.45
IZM,22-Apr-26,0.3923
JACK,22-Apr-26,13.91
JAGX,22-Apr-26,0.4098
JAKK,22-Apr-26,22.74
JANX,22-Apr-26,15.39
JAPN,22-Apr-26,23.4422
JATT,22-Apr-26,10.54
JAZZ,22-Apr-26,202.4
JBDI,22-Apr-26,0.587
JBHT,22-Apr-26,247.03
JBIO,22-Apr-26,25.38
JBLU,22-Apr-26,5.08
JBSS,22-Apr-26,80.55
JCAP,22-Apr-26,20.38
JCSE,22-Apr-26,1.12
JCTC,22-Apr-26,1.925
JD,22-Apr-26,30.61
JDOC,22-Apr-26,55.9456
JDZG,22-Apr-26,1.11
JEM,22-Apr-26,1.35
JEMA,22-Apr-26,58.3242
JEPQ,22-Apr-26,58.89
JF,22-Apr-26,1.03
JFB,22-Apr-26,6.52
JFIN,22-Apr-26,4.79
JFU,22-Apr-26,3.03
JG,22-Apr-26,7.14
JGLO,22-Apr-26,69.77
JHAI,22-Apr-26,30.3411
JIVE,22-Apr-26,89.8785
JJSF,22-Apr-26,81.55
JKHY,22-Apr-26,155.88
JL,22-Apr-26,5.97
JLHL,22-Apr-26,9.14
JMID,22-Apr-26,30.6539
JMSB,22-Apr-26,21.24
JOUT,22-Apr-26,52.15
JOYT,22-Apr-26,55.304
JOYY,22-Apr-26,59.24
JPEF,22-Apr-26,77.5614
JPY,22-Apr-26,34.1559
JRSH,22-Apr-26,3.35
JRVR,22-Apr-26,6.25
JSM,22-Apr-26,18.59
JSMD,22-Apr-26,89.8196
JSML,22-Apr-26,81.36
JSPR,22-Apr-26,0.9791
JTAI,22-Apr-26,7.65
JTEK,22-Apr-26,93.61
JUNS,22-Apr-26,0.4486
JVA,22-Apr-26,4.51
JWEL,22-Apr-26,2.39
JXG,22-Apr-26,4.05
JYD,22-Apr-26,3.66
JYNT,22-Apr-26,8.64
JZ,22-Apr-26,1.03
JZXN,22-Apr-26,1.01
KALA,22-Apr-26,0.1765
KALU,22-Apr-26,163.03
